icao,site,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,wind_dir_deg,wind_kts,gust_kts,vis_sm,altimeter_hpa,raw_text,fetched_at_utc,fetched_at_local,site_name,site_lat,site_lon,country,region
KBIV,"Holland/Tulip City Arpt, MI, US",2025-09-26T16:53:00Z,2025-09-26 16:53:00,VFR,23.3,15.6,250,9,0,NA,1013.6,METAR KBIV 261653Z AUTO 25009KT 10SM CLR 23/16 A2993 RMK AO2 SLP135 T02330156 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,West Michigan Regional Airport,42.742901,-86.107399,US,US-MI
KBIX,"Biloxi/Keesler AFB, MS, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,28.6,18.9,0,0,0,NA,1010.9,METAR KBIX 261655Z 00000KT 10SM SCT040 29/19 A2985 RMK AO2A SLP111 T02860189,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Keesler Air Force Base,30.4104003906,-88.92440032959999,US,US-MS
KBJC,"Rocky Mtn Metro, CO, US",2025-09-26T16:45:00Z,2025-09-26 10:45:00,VFR,25,1,VAR,4,0,NA,1018.4,METAR KBJC 261645Z VRB04KT 10SM SKC 25/01 A3007,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Rocky Mountain Metropolitan Airport,39.908798,-105.116997,US,US-CO
KBJI,"Bemidji Municip, MN, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,18,9.3,170,9,14,NA,1012.6,METAR KBJI 261655Z AUTO 17009G14KT 10SM CLR 18/09 A2990 RMK AO2 T01800093,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Bemidji Regional Airport,47.50939941,-94.93370056,US,US-MN
KBJI,"Bemidji Municip, MN, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,VFR,19.1,9.9,150,11,16,NA,1012.3,METAR KBJI 261715Z AUTO 15011G16KT 120V180 10SM CLR 19/10 A2989 RMK AO2 T01910099,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Bemidji Regional Airport,47.50939941,-94.93370056,US,US-MN
KBJJ,"Wooster/Wayne Cnty, OH, US",2025-09-26T16:56:00Z,2025-09-26 12:56:00,VFR,22.8,14.4,320,6,0,NA,1014.3,METAR KBJJ 261656Z AUTO 32006KT 10SM BKN038 23/14 A2995 RMK AO2 SLP135 T02280144,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Wayne County Airport,40.874801635699995,-81.88829803470001,US,US-OH
KBKD,"Breckenridge/Stephens Cnty, TX, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,NA,30.3,9.8,250,3,0,NA,1016.3,METAR KBKD 261715Z AUTO 25003KT CLR 30/10 A3001 RMK AO2 T03030098,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Stephens County Airport,32.71900177,-98.8909988403,US,US-TX
KBKE,"Baker Muni, OR, US",2025-09-26T16:53:00Z,2025-09-26 09:53:00,VFR,13.9,-5.6,290,9,0,NA,1022.1,METAR KBKE 261653Z AUTO 29009KT 10SM CLR 14/M06 A3018 RMK AO2 SLP206 T01391056,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Baker City Municipal Airport,44.8372993469,-117.808998108,US,US-OR
KBKF,"Buckley SFB, CO, US",2025-09-26T16:58:00Z,2025-09-26 10:58:00,VFR,23.8,-4.4,0,0,0,NA,1017.7,METAR KBKF 261658Z 00000KT 10SM FEW160 BKN220 24/M04 A3005 RMK AO2A SLP110 T02381044,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Buckley Space Force Base,39.701698,-104.751999,US,US-CO
KBKL,"Cleveland/Burke Lakefront Arpt, OH, US",2025-09-26T16:53:00Z,2025-09-26 12:53:00,VFR,22.2,18.3,300,10,0,9,1013.6,METAR KBKL 261653Z 30010KT 9SM SCT030 22/18 A2993 RMK AO2 SLP131 T02220183,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,US,US-OH
KBKN,"Blackwell/Tonkawa Muni, OK, US",2025-09-26T17:15:00Z,2025-09-26 17:15:00,VFR,29,15,200,4,0,9,1015,METAR KBKN 261715Z AUTO 20004KT 9SM CLR 29/15 A2997 RMK AO2,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Blackwell Tonkawa Municipal Airport,36.745098,-97.349602,US,US-OK
KBKS,"Falfurrias/Brooks Cnty, TX, US",2025-09-26T17:15:00Z,2025-09-26 17:15:00,VFR,31.3,21.4,0,0,0,NA,1013.3,METAR KBKS 261715Z AUTO 00000KT 10SM CLR 31/21 A2992 RMK AO2 T03130214 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brooks County Airport,27.20680046,-98.12120056,US,US-TX
KBKT,"Blackstone/Perkinson(AAF), VA, US",2025-09-26T16:55:00Z,2025-09-26 12:55:00,MVFR,26.7,22.1,0,0,0,NA,1012.3,METAR KBKT 261655Z AUTO 00000KT 10SM FEW020 BKN030 OVC038 27/22 A2989 RMK AO2 SLP121 T02670221,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,US,US-VA
KBKV,"Brooksville-Tampa Bay Rgnl, FL, US",2025-09-26T16:53:00Z,2025-09-26 16:53:00,VFR,32.8,21.7,160,9,0,NA,1013,METAR KBKV 261653Z 16009KT 10SM FEW040 33/22 A2991 RMK AO2 SLP125 T03280217,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brooksville–Tampa Bay Regional Airport,28.469461,-82.457114,US,US-FL
KBKW,"Beckley/Raleigh Cnty, WV, US",2025-09-26T16:51:00Z,2025-09-26 12:51:00,VFR,22.8,15,VAR,4,0,NA,1015.7,METAR KBKW 261651Z AUTO VRB04KT 10SM FEW050 23/15 A2999 RMK AO2 SLP128 T02280150,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Raleigh County Memorial Airport,37.7873,-81.124199,US,US-WV
KBKX,"Brookings Rgnl, SD, US",2025-09-26T16:56:00Z,2025-09-26 11:56:00,VFR,26.1,11.1,190,12,0,8,1011.3,METAR KBKX 261656Z AUTO 19012KT 8SM CLR 26/11 A2986 RMK AO2 SLP112 T02610111,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brookings Regional Airport,44.304798,-96.816902,US,US-SD
KBLF,"Bluefield/Mercer Cnty, WV, US",2025-09-26T16:52:00Z,2025-09-26 12:52:00,VFR,20.6,15,0,0,0,NA,1016.3,METAR KBLF 261652Z AUTO 00000KT 10SM SCT023 BKN031 BKN045 21/15 A3001 RMK AO2 SLP134 T02060150,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Mercer County Airport,37.295799,-81.207703,US,US-WV
KBLH,"Blythe Arpt, CA, US",2025-09-26T16:52:00Z,2025-09-26 09:52:00,VFR,27.2,13.3,VAR,4,0,NA,1008.9,METAR KBLH 261652Z AUTO VRB04KT 10SM CLR 27/13 A2979 RMK AO2 SLP080 T02720133,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Blythe Airport,33.6192016602,-114.717002869,US,US-CA
KBLI,"Bellingham Intl, WA, US",2025-09-26T16:53:00Z,2025-09-26 09:53:00,VFR,14.4,11.1,160,5,0,NA,1022.1,METAR KBLI 261653Z 16005KT 10SM BKN050 OVC060 14/11 A3018 RMK AO2 SLP227 T01440111,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Bellingham International Airport,48.79280090332031,-122.53800201416016,US,US-WA
KBLM,"Farmingdale/Monmouth Exec, NJ, US",2025-09-26T16:56:00Z,2025-09-26 12:56:00,VFR,26.7,18.9,250,3,0,NA,1010.9,METAR KBLM 261656Z AUTO 25003KT 10SM FEW031 27/19 A2985 RMK AO2 SLP107 T02670189,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Monmouth Executive Airport,40.18690109,-74.12490082,US,US-NJ
KBLU,"Blue Canyon/Nyack Arpt, CA, US",2025-09-26T16:52:00Z,2025-09-26 09:52:00,VFR,22.8,1.1,80,4,0,NA,1019.7,METAR KBLU 261652Z AUTO 08004KT 10SM CLR 23/01 A3011 RMK AO2 SLP105 T02280011 TSNO,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Blue Canyon Nyack Airport,39.2750015259,-120.709999084,US,US-CA
KBLV,"Belleville/Scott AFB, IL, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,26.5,11.8,0,0,0,NA,1014.6,METAR KBLV 261655Z AUTO 00000KT 10SM SCT055 27/12 A2996 RMK AO2 SLP146 T02650118,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Scott AFB/Midamerica Airport,38.5452,-89.835197,US,US-IL
KBMC,"Brigham City Arpt, UT, US",2025-09-26T16:55:00Z,2025-09-26 10:55:00,VFR,24,9,VAR,3,0,NA,1018,METAR KBMC 261655Z AUTO VRB03KT 10SM CLR 24/09 A3006 RMK AO2,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brigham City Regional Airport,41.552399,-112.061996,US,US-UT
KBMC,"Brigham City Arpt, UT, US",2025-09-26T17:15:00Z,2025-09-26 11:15:00,VFR,25,8,200,7,0,NA,1018,METAR KBMC 261715Z AUTO 20007KT 170V230 10SM CLR 25/08 A3006 RMK AO2,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Brigham City Regional Airport,41.552399,-112.061996,US,US-UT
KBMG,"Bloomington/Monroe Cnty, IN, US",2025-09-26T16:53:00Z,2025-09-26 12:53:00,VFR,23.9,12.2,VAR,4,0,NA,1014.6,METAR KBMG 261653Z VRB04KT 10SM CLR 24/12 A2996 RMK AO2 SLP141 T02390122,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Monroe County Airport,39.145999908447266,-86.61669921875,US,US-IN
KBMI,"Bloomington Rgnl, IL, US",2025-09-26T16:56:00Z,2025-09-26 11:56:00,VFR,25.6,10,VAR,4,0,NA,1015.3,METAR KBMI 261656Z VRB04KT 10SM CLR 26/10 A2998 RMK AO2 SLP146 T02560100,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,US,US-IL
KBML,"Berlin Muni, NH, US",2025-09-26T16:52:00Z,2025-09-26 12:52:00,VFR,22.8,12.8,0,0,0,NA,1008.5,METAR KBML 261652Z AUTO 00000KT 10SM FEW047 23/13 A2978 RMK AO2 SLP080 T02280128,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Berlin Regional Airport,44.57540131,-71.17590332,US,US-NH
KBMQ,"Burnet Muni, TX, US",2025-09-26T16:53:00Z,2025-09-26 16:53:00,VFR,28.3,7.8,VAR,3,0,NA,1017,METAR KBMQ 261653Z AUTO VRB03KT 10SM CLR 28/08 A3003 RMK AO2 SLP153 T02830078,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Burnet Municipal Airport/Kate Craddock Field,30.738899,-98.238602,US,US-TX
KBMT,"Beaumont Muni, TX, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,27.3,15.2,0,0,0,NA,1014,METAR KBMT 261655Z AUTO 00000KT 10SM SCT042 SCT050 27/15 A2994 RMK AO2 T02730152,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Beaumont Municipal Airport,30.070635,-94.215746,US,US-TX
KBMT,"Beaumont Muni, TX, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,VFR,27.8,15.4,300,4,0,NA,1014,METAR KBMT 261715Z AUTO 30004KT 10SM BKN044 BKN050 BKN075 28/15 A2994 RMK AO2 T02780154,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Beaumont Municipal Airport,30.070635,-94.215746,US,US-TX
KBNA,"Nashville Intl, TN, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,26.7,14.4,VAR,4,0,NA,1013.6,METAR KBNA 261653Z VRB04KT 10SM SCT040 SCT100 27/14 A2993 RMK AO2 SLP130 T02670144 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Nashville International Airport,36.1245,-86.6782,US,US-TN
KBNL,"Barnwell Cnty, SC, US",2025-09-26T16:55:00Z,2025-09-26 12:55:00,VFR,28,22,0,0,0,NA,1013,METAR KBNL 261655Z AUTO 00000KT 10SM FEW019 BKN032 28/22 A2991 RMK AO2,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Barnwell Regional Airport,33.25780106,-81.38829803,US,US-SC
KBNL,"Barnwell Cnty, SC, US",2025-09-26T17:10:00Z,2025-09-26 13:10:00,VFR,27,22,0,0,0,NA,1012.6,METAR KBNL 261710Z AUTO 00000KT 10SM SCT020 BKN032 27/22 A2990 RMK AO2,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Barnwell Regional Airport,33.25780106,-81.38829803,US,US-SC
KBNO,"Burns Muni, OR, US",2025-09-26T16:53:00Z,2025-09-26 09:53:00,VFR,15.6,-5.6,310,7,0,NA,1022.8,METAR KBNO 261653Z AUTO 31007KT 10SM CLR 16/M06 A3020 RMK AO2 SLP202 T01561056,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Burns Municipal Airport,43.590463,-118.955154,US,US-OR
KBNW,"Boone Muni, IA, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,28,14,250,7,12,NA,1013.6,METAR KBNW 261655Z AUTO 25007G12KT 10SM CLR 28/14 A2993 RMK AO2,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Boone Municipal Airport,42.049599,-93.847603,US,US-IA
KBNW,"Boone Muni, IA, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,VFR,28,13,260,7,0,NA,1013.3,METAR KBNW 261715Z AUTO 26007KT 10SM CLR 28/13 A2992 RMK AO2,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Boone Municipal Airport,42.049599,-93.847603,US,US-IA
KBOI,"Boise Arpt, ID, US",2025-09-26T16:53:00Z,2025-09-26 10:53:00,VFR,16.7,-6.7,310,8,0,NA,1019.7,METAR KBOI 261653Z AUTO 31008KT 10SM CLR 17/M07 A3011 RMK AO2 SLP179 T01671067,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Boise Air Terminal/Gowen Field,43.5644,-116.223,US,US-ID
KBOK,"Brookings/State Arpt, OR, US",2025-09-26T16:56:00Z,2025-09-26 09:56:00,VFR,23.3,-1.7,VAR,5,0,NA,1018.4,METAR KBOK 261656Z AUTO VRB05KT 10SM CLR 23/M02 A3007 RMK AO2 SLP179 T02331017,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brookings Airport,42.0746,-124.290001,US,US-OR
KBOS,"Boston/Logan Intl, MA, US",2025-09-26T16:54:00Z,2025-09-26 12:54:00,VFR,25,15.6,330,8,0,NA,1007.9,METAR KBOS 261654Z 33008KT 10SM SCT041 SCT180 SCT250 25/16 A2976 RMK AO2 SLP078 T02500156 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Logan International Airport,42.36197,-71.0079,US,US-MA
KBOW,"Bartow Muni, FL, US",2025-09-26T16:55:00Z,2025-09-26 12:55:00,VFR,32,22,130,6,0,NA,1013.3,METAR KBOW 261655Z AUTO 13006KT 10SM FEW037 FEW044 SCT050 32/22 A2992 RMK AO2 PWINO,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Bartow Executive Airport,27.943399,-81.783401,US,US-FL
KBOW,"Bartow Muni, FL, US",2025-09-26T17:15:00Z,2025-09-26 13:15:00,VFR,32,22,120,8,0,NA,1013,METAR KBOW 261715Z AUTO 12008KT 10SM SCT042 BKN049 BKN055 32/22 A2991 RMK AO2 PWINO,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Bartow Executive Airport,27.943399,-81.783401,US,US-FL
KBPG,"Big Springs/McMahon , TX, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,26.7,10.5,200,6,0,NA,1017.7,METAR KBPG 261655Z AUTO 20006KT 10SM CLR 27/10 A3005 RMK AO2 T02670105,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,US,US-TX
KBPG,"Big Springs/McMahon , TX, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,VFR,27.1,9.5,210,7,0,NA,1017.7,METAR KBPG 261715Z AUTO 21007KT 180V240 10SM CLR 27/10 A3005 RMK AO2 T02710095,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,US,US-TX
KBPI,"Big Piney Arpt, WY, US",2025-09-26T16:53:00Z,2025-09-26 10:53:00,VFR,11.1,-0.6,240,4,0,NA,1022.8,METAR KBPI 261653Z AUTO 24004KT 10SM BKN120 11/M01 A3020 RMK AO2 SLP171 T01111006,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Miley Memorial Field,42.58509827,-110.1110001,US,US-WY
KBPK,"Mountain Home/Baxter Cnty, AR, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,24.4,12.8,VAR,4,0,NA,1016,METAR KBPK 261653Z AUTO VRB04KT 10SM CLR 24/13 A3000 RMK AO2 SLP151 T02440128 PWINO,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Ozark Regional Airport,36.3689002991,-92.4704971313,US,US-AR
KBPT,"Beaumont/SE Texas Rgnl, TX, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,28.3,17.2,VAR,4,0,NA,1013.6,METAR KBPT 261653Z VRB04KT 10SM CLR 28/17 A2993 RMK AO2 SLP136 T02830172,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Jack Brooks Regional Airport,29.9508,-94.020699,US,US-TX
KBQK,"Brunswick/Golden Isles Arpt, GA, US",2025-09-26T16:55:00Z,2025-09-26 12:55:00,VFR,31.8,22.7,180,5,0,NA,1011.9,METAR KBQK 261655Z AUTO 18005KT 10SM BKN033 32/23 A2988 RMK AO2 T03180227,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brunswick Golden Isles Airport,31.258801,-81.466499,US,US-GA
KBQK,"Brunswick/Golden Isles Arpt, GA, US",2025-09-26T17:15:00Z,2025-09-26 13:15:00,VFR,31.5,23.4,160,11,0,NA,1011.9,METAR KBQK 261715Z AUTO 16011KT 10SM BKN033 OVC042 32/23 A2988 RMK AO2 T03150234,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Brunswick Golden Isles Airport,31.258801,-81.466499,US,US-GA
KBQP,"Morehouse Mem Arpt, LA, US",2025-09-26T16:50:00Z,2025-09-26 16:50:00,VFR,26.4,16.3,0,0,0,NA,1015,METAR KBQP 261650Z AUTO 00000KT 10SM SCT035 SCT042 26/16 A2997 RMK AO2 T02640163 PWINO,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Morehouse Memorial Airport,32.756,-91.880556,US,US-LA
KBQP,"Morehouse Mem Arpt, LA, US",2025-09-26T17:10:00Z,2025-09-26 17:10:00,VFR,28,16.5,340,3,0,NA,1014.6,METAR KBQP 261710Z AUTO 34003KT 10SM SCT039 SCT045 SCT085 28/17 A2996 RMK AO2 T02800165 PWINO,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Morehouse Memorial Airport,32.756,-91.880556,US,US-LA
KBRD,"Brainerd/Lakes Rgnl, MN, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,18.3,11.1,130,8,0,NA,1013.3,METAR KBRD 261653Z AUTO 13008KT 10SM CLR 18/11 A2992 RMK AO2 SLP132 T01830111,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brainerd Lakes Regional Airport,46.402861,-94.129727,US,US-MN
KBRL,"Burlington/SE Iowa Rgnl, IA, US",2025-09-26T17:07:00Z,2025-09-26 12:07:00,VFR,26.1,12.2,270,8,0,6,1014.6,SPECI KBRL 261707Z AUTO 27008KT 6SM HZ FEW002 26/12 A2996 RMK AO2 T02610122,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,US,US-IA
KBRO,"Brownsville Intl, TX, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,31.1,23.9,360,7,0,NA,1013.3,METAR KBRO 261653Z 36007KT 10SM FEW027 31/24 A2992 RMK AO2 SLP130 T03110239,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,US,US-TX
KBRY,"Bardstown/Samuel Fld, KY, US",2025-09-26T17:15:00Z,2025-09-26 13:15:00,VFR,24.9,14.7,340,4,0,NA,1013.6,METAR KBRY 261715Z AUTO 34004KT 10SM SCT037 SCT048 25/15 A2993 RMK AO2 T02490147 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Samuels Field,37.8143005371,-85.4996032715,US,US-KY
KBTA,"Blair Muni, NE, US",2025-09-26T16:55:00Z,2025-09-26 16:55:00,VFR,26.9,12.8,200,5,0,NA,1014,METAR KBTA 261655Z AUTO 20005KT 10SM CLR 27/13 A2994 RMK AO2 T02690128,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Blair Executive Airport,41.414908,-96.109136,US,US-NE
KBTA,"Blair Muni, NE, US",2025-09-26T17:15:00Z,2025-09-26 17:15:00,VFR,27.5,12.5,190,7,0,NA,1014,METAR KBTA 261715Z AUTO 19007KT 170V230 10SM CLR 28/13 A2994 RMK AO2 T02750125,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Blair Executive Airport,41.414908,-96.109136,US,US-NE
KBTL,"Battle Creek/Kellogg Fld Arpt, MI, US",2025-09-26T16:53:00Z,2025-09-26 12:53:00,VFR,22.8,15.6,260,7,0,NA,1014.3,METAR KBTL 261653Z 26007KT 10SM CLR 23/16 A2995 RMK AO2 SLP138 T02280156,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,US,US-MI
KBTM,"Butte/Mooney Arpt, MT, US",2025-09-26T16:53:00Z,2025-09-26 10:53:00,VFR,15,-1.1,60,5,0,NA,1019.7,METAR KBTM 261653Z AUTO 06005KT 10SM CLR 15/M01 A3011 RMK AO2 SLP162 T01501011,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Bert Mooney Airport,45.95479965209961,-112.49700164794922,US,US-MT
KBTN,"Britton Muni, SD, US",2025-09-26T16:55:00Z,2025-09-26 11:55:00,VFR,25,14,170,13,0,NA,1007.9,METAR KBTN 261655Z AUTO 17013KT 10SM CLR 25/14 A2976 RMK AO2,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Britton Municipal Airport,45.815200805664,-97.743103027344,US,US-SD
KBTN,"Britton Muni, SD, US",2025-09-26T17:15:00Z,2025-09-26 12:15:00,VFR,26,14,180,13,18,NA,1007.5,METAR KBTN 261715Z AUTO 18013G18KT 10SM CLR 26/14 A2975 RMK AO2,2025-09-26T17:34:56Z,2025-09-26T13:34:56Z,Britton Municipal Airport,45.815200805664,-97.743103027344,US,US-SD
KBTP,"Pittsburgh/Butler Rgnl, PA, US",2025-09-26T16:56:00Z,2025-09-26 12:56:00,VFR,22.2,15.6,0,0,0,NA,1014.6,METAR KBTP 261656Z AUTO 00000KT 10SM FEW025 22/16 A2996 RMK AO2 SLP145 T02220156,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,US,US-PA
KBTR,"Baton Rouge/Ryan Fld, LA, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,27.8,18.3,310,7,0,NA,1013,METAR KBTR 261653Z COR 31007KT 10SM SCT025 28/18 A2991 RMK AO2 SLP127 T02780183,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Baton Rouge Metropolitan Airport,30.533199,-91.149597,US,US-LA
KBTV,"Burlington Intl, VT, US",2025-09-26T16:54:00Z,2025-09-26 12:54:00,VFR,23.9,15.6,230,4,0,NA,1008.5,METAR KBTV 261654Z 23004KT 10SM SCT030 BKN070 24/16 A2978 RMK AO2 SLP082 T02390156 $,2025-09-26T17:17:47Z,2025-09-26T13:17:47Z,Burlington International Airport,44.471901,-73.153297,US,US-VT
KBUF,"Buffalo-Niagara Intl, NY, US",2025-09-26T16:54:00Z,2025-09-26 12:54:00,VFR,20.6,15.6,240,8,0,NA,1012.6,METAR KBUF 261654Z 24008KT 10SM FEW022 FEW044 SCT060 21/16 A2990 RMK AO2 SLP124 T02060156 $,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Buffalo Niagara International Airport,42.940498,-78.732201,US,US-NY
KBUR,"Burbank/Bob Hope Arpt, CA, US",2025-09-26T17:00:00Z,2025-09-26 10:00:00,VFR,20,16.1,160,6,0,NA,1013.3,SPECI KBUR 261700Z 16006KT 10SM OVC040 20/16 A2992 RMK AO2 T02000161,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Hollywood Burbank Airport,34.197703,-118.356378,US,US-CA
KBUU,"Burlington Muni, WI, US",2025-09-26T16:55:00Z,2025-09-26 16:55:00,VFR,26.3,13.6,210,5,0,NA,1013,METAR KBUU 261655Z AUTO 21005KT 10SM CLR 26/14 A2991 RMK AO2 T02630136 PWINO,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Burlington Municipal Airport,42.69070053100586,-88.30460357666016,US,US-WI
KBUU,"Burlington Muni, WI, US",2025-09-26T17:15:00Z,2025-09-26 17:15:00,VFR,26.5,13.5,200,6,0,7,1013,METAR KBUU 261715Z AUTO 20006KT 7SM CLR 27/14 A2991 RMK AO2 T02650135 PWINO,2025-09-26T17:34:59Z,2025-09-26T13:34:59Z,Burlington Municipal Airport,42.69070053100586,-88.30460357666016,US,US-WI
KBUY,"Burlington/Alamance Rgnl, NC, US",2025-09-26T16:54:00Z,2025-09-26 16:54:00,VFR,26.7,20,0,0,0,NA,1012.6,METAR KBUY 261654Z AUTO 00000KT 10SM SCT027 27/20 A2990 RMK AO2 SLP118 T02670200,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Burlington Alamance Regional Airport,36.04850006103515,-79.47489929199219,US,US-NC
KBVI,"Beaver Falls Arpt, PA, US",2025-09-26T16:47:00Z,2025-09-26 12:47:00,VFR,23,14,0,0,0,NA,1014.3,METAR KBVI 261647Z 00000KT 10SM SCT030 SCT035 23/14 A2995,2025-09-26T17:17:50Z,2025-09-26T13:17:50Z,Beaver County Airport,40.772499,-80.391403,US,US-PA
KBVN,"Albion Muni, NE, US",2025-09-26T16:55:00Z,2025-09-26 16:55:00,VFR,26.2,11.7,210,11,17,NA,1013.3,METAR KBVN 261655Z AUTO 21011G17KT 10SM CLR 26/12 A2992 RMK AO2 T02620117,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Albion Municipal Airport,41.7286,-98.055801,US,US-NE
KBVN,"Albion Muni, NE, US",2025-09-26T17:15:00Z,2025-09-26 17:15:00,VFR,26.5,11.4,200,11,20,NA,1013.3,METAR KBVN 261715Z AUTO 20011G20KT 10SM CLR 27/11 A2992 RMK AO2 T02650114,2025-09-26T17:34:59Z,2025-09-26T13:34:59Z,Albion Municipal Airport,41.7286,-98.055801,US,US-NE
KBVO,"Bartlesville Muni, OK, US",2025-09-26T16:53:00Z,2025-09-26 11:53:00,VFR,26.1,16.1,150,4,0,NA,1016,METAR KBVO 261653Z AUTO 15004KT 10SM CLR 26/16 A3000 RMK AO2 SLP149 T02610161,2025-09-26T17:17:49Z,2025-09-26T13:17:49Z,Bartlesville Municipal Airport,36.762501,-96.0112,US,US-OK
